qid,pid_i,pid_j,g_score,correct_pref,ref_pid_i,ref_pid_j,pointwise_true_logit_g,pointwise_true_prob_g,pi_true_logit,pj_true_logit,pi_true_prob,pj_true_prob,pi_ig_delta,pj_ig_delta,doc_i_top_word,doc_j_top_word
1041951,7198934,1777778,0.3650258586884631,1,2058786,2058786,-4.192992210388184,0.05625128746032715,-13.369233131408691,-9.176240921020508,0.9999966621398926,0.9437453746795654,-0.09139823913574219,3.9320058822631836,large,Cytokine
1042978,7197542,4385933,0.6437149371796154,1,6905498,6905498,2.8590030670166016,0.06154012680053711,-10.86152458190918,-13.720527648925781,0.9999995231628418,0.9384593963623047,-1.2936835289001465,-0.29724884033203125,▁distributing,information
1043064,7197436,2403731,0.6027068304354128,1,6578084,6578084,11.2635498046875,0.9998152026819298,-11.902488708496094,-23.166038513183594,0.9999988079071045,0.0001836052251746878,2.953889846801758,4.504103660583496,chemical,silicon
1043568,7197007,8721020,0.7891648869866199,1,3326823,3326823,2.5237770080566406,0.5164242088794708,-12.051700592041016,-14.575477600097656,0.9999988079071045,0.48357459902763367,-2.9742908477783203,1.4507503509521484,ancient,"bryozoans,"
1047162,7190154,3652302,0.6352796391850177,1,2328915,2328915,-2.5530433654785156,0.0031958818435668945,-11.874517440795898,-9.321474075317383,0.9999992847442627,0.9968034029006958,1.7719297409057617,1.388214111328125,Austrian,party’s
1047642,7189248,7189250,-0.0564177645210293,0,7189246,7189246,0.33774852752685547,-0.0007883906364440918,-15.46457290649414,-15.802321434020996,0.99857497215271,0.999363362789154,4.841063499450684,5.317666530609131,"▁specialized,",▁a
1051223,7183716,8174629,0.8662227051253376,1,8174629,2236908,6.866374969482422,0.9705702718347311,-11.907468795776367,-18.77384376525879,0.9999982118606567,0.029427940025925636,-5.803403854370117,1.030207633972168,of,What
1057139,7173406,683695,0.4846355936637585,1,5150108,5150108,2.073910713195801,6.80685043334961e-05,-12.319389343261719,-14.39330005645752,0.999998927116394,0.9999308586120605,2.1842799186706543,-0.4196357727050781,such,is
1057270,7847045,148902,0.5919498714153099,1,2622620,2622620,3.974720001220703,0.6828919053077698,-11.623563766479492,-15.598283767700195,0.9999988079071045,0.3171069025993347,-0.322206974029541,-1.3678264617919922,Frank,Playmate
1060391,7168612,1791246,0.5695745470098699,1,1180344,1180344,12.33211898803711,0.9999632247527188,-11.358816146850586,-23.690935134887695,0.9999983310699463,3.510631722747348e-05,1.7930340766906738,3.2625694274902344,Barbra,her
1064529,7163878,7163882,0.3372514115861956,1,495315,495315,1.4406328201293945,4.482269287109375e-05,-12.600007057189941,-14.040639877319336,0.9999983310699463,0.9999535083770752,-1.7693071365356445,0.7809000015258789,d',▁exemplified
1064808,7163603,2248471,0.827547666427096,1,7163604,7163604,-1.2022466659545898,0.6442301273345947,-13.121245384216309,-11.918998718261719,0.9999973773956299,0.35576725006103516,-5.8562421798706055,4.304068565368652,cohesion,epidermal
1068290,7160260,4669770,-0.0327439437166494,0,2461372,2461372,0.4061431884765625,5.9604644775390625e-06,-14.204355239868164,-14.610498428344727,0.9999651908874512,0.9999592304229736,4.645288944244385,-0.9901790618896484,Nixon's,Niccolo
1070452,7158303,1249929,0.7337717964998991,1,2160282,2160282,10.83481216430664,0.9996134119865019,-12.475454330444336,-23.310266494750977,0.9999990463256836,0.0003856343391817063,12.305545806884766,-1.0127239227294922,circuit,receiver
1070546,7158204,1189749,0.4691348557327264,1,6093706,6093706,1.3350086212158203,0.00021666288375854492,-12.583536148071289,-13.91854476928711,0.9999984502792358,0.9997817873954773,4.723188877105713,-12.95073127746582,free,▁INTEGRATIVE
1071198,7157715,8471802,0.1086594052987341,1,3991237,3991237,2.932467460632324,2.6106834411621094e-05,-10.601285934448242,-13.533753395080566,0.9999992847442627,0.9999731779098511,-0.043528079986572266,6.972120761871338,▁a,(Nephrops
1072479,7156499,272432,0.6540086323821801,1,6131057,6131057,1.6678504943847656,0.0002225041389465332,-12.519733428955078,-14.187583923339844,0.9999992847442627,0.9997767806053162,-6.590600967407227,-1.7972335815429688,▁/,Kig[1]
1074995,7154432,7852208,0.2407960866007206,1,4887502,4887502,3.4297075271606445,9.524822235107422e-05,-12.31442642211914,-15.744133949279785,0.999997615814209,0.9999023675918579,5.185532093048096,1.1996307373046875,proteins,2
1079340,7150401,5403893,0.1756334538890108,1,6865364,6865364,3.004453659057617,2.777576446533203e-05,-11.45724105834961,-14.461694717407227,0.9999992847442627,0.9999715089797974,3.9622018337249756,0.2427377700805664,Docket,bar
1082701,7143620,7143617,-0.1068819531527628,0,1842458,1842458,-0.5982284545898438,-2.384185791015625e-06,-12.354532241821289,-11.756303787231445,0.999996542930603,0.999998927116394,-23.133499145507812,6.159359931945801,meaning,Yamil
1083933,7132959,2449429,0.7610747204355697,1,4284005,4284005,-0.03766441345214844,0.010176420211791992,-12.442972183227539,-12.40530776977539,0.9999988079071045,0.9898223876953125,1.0033326148986816,-6.761178016662598,directive,▁!DOCTYPE.
1086266,7111812,1909032,0.4875728189695133,1,6480401,6480401,7.218094825744629,0.9886673782020807,-11.32602596282959,-18.54412078857422,0.9993299245834351,0.010662546381354332,4.215486526489258,8.811774253845215,▁a,Chest
1087317,7102878,570232,0.1060548388734059,1,2416874,2416874,1.024348258972168,4.649162292480469e-06,-13.509099006652832,-14.533447265625,0.999992847442627,0.9999881982803345,1.7166004180908203,1.505101203918457,Frequent,"Pain,"
1087484,7101742,6820602,0.2730415329402934,1,7101737,7101737,-8.425158977508545,0.025040864944458008,-15.866898536682129,-7.441739559173584,0.9999021291732788,0.9748612642288208,6.026950836181641,-3.4521026611328125,▁a.k.a.,"Ghana.ofongo,"
1087870,7098048,4924338,0.1658694923927418,1,2393983,2393983,-1.3372068405151367,0.00028210878372192383,-11.73464584350586,-10.397439002990723,0.9999978542327881,0.9997157454490662,-1.1517162322998047,4.801939964294434,"1944,",85th
1087904,7097707,4748373,0.2733300753582702,1,6581383,6581383,1.9574909210205078,7.033348083496094e-06,-11.634780883789062,-13.59227180480957,0.9999991655349731,0.9999921321868896,1.118433952331543,-1.1642475128173828,people,Dark-Pigmented
1091973,7870707,6531715,0.7081092077800956,1,6531715,5215657,13.547216415405273,0.9999577542985207,-10.779382705688477,-24.32659912109375,0.9999994039535522,4.164965503150597e-05,6.874765396118164,-3.362447738647461,Adelaide,emergencies.Level
1092259,4262105,6165130,0.3360044218656972,1,5715210,5715210,0.9536523818969727,0.00022584199905395508,-12.622787475585938,-13.57643985748291,0.9999958276748657,0.9997699856758118,3.8468689918518066,-1.7082719802856445,Phone,two
1092930,7792755,4654454,0.1951813379050093,1,548393,548393,2.5219192504882812,0.00021976232528686523,-11.262221336364746,-13.784140586853027,0.9999995231628418,0.9997797608375549,4.500757217407227,4.5825700759887695,▁gank(Verb),"▁gank,"
1093757,7722912,6867848,0.4677771958826648,1,1165933,1165933,3.3697938919067383,0.0010593533515930176,-11.303733825683594,-14.673527717590332,0.9999990463256836,0.9989396929740906,10.125959396362305,1.3584394454956055,Boaler,▁a
1096118,7532930,5092529,0.3671905710854624,1,6227932,6227932,2.2101173400878906,5.125999450683594e-05,-10.811969757080078,-13.022087097167969,0.9999988079071045,0.9999475479125977,-0.6684808731079102,-0.9859828948974609,company,character
1096360,7510002,5338129,0.6135540161265173,1,573405,573405,11.743720054626465,0.9998555379424943,-12.553534507751465,-24.29725456237793,0.9999988079071045,0.00014326996461022645,0.7304773330688477,-13.47128677368164,▁a,Grand
1096376,7508397,2694895,0.4141858433758341,1,2685,2685,-1.0251741409301758,0.0008571147918701172,-12.295082092285156,-11.26990795135498,0.9999985694885254,0.9991414546966553,3.5132455825805664,-2.522233486175537,Harvey,at
1096543,7492255,6140011,0.4413081771737756,1,2043687,2043687,1.7041301727294922,3.743171691894531e-05,-12.62628173828125,-14.330411911010742,0.9999959468841553,0.9999585151672363,0.9117326736450195,-2.0242605209350586,starting,warheads
1096739,7474064,1630632,0.3881260777757883,1,6463644,6463644,0.9299640655517578,0.001120150089263916,-14.42324447631836,-15.353208541870117,0.999953031539917,0.9988328814506531,-3.923563003540039,-9.025616645812988,it’s,2.0
1097023,7447712,6331572,0.3855031429141969,1,5838703,5838703,2.2291412353515625,0.00013554096221923828,-11.911649703979492,-14.140790939331055,0.9999988079071045,0.9998632669448853,0.4556894302368164,-1.2893314361572266,Reading,1609.344
1097999,7373194,6552194,0.1020139339038824,1,1383290,1383290,1.0359430313110352,1.0728836059570312e-06,-11.518648147583008,-12.554591178894043,0.9999991655349731,0.9999980926513672,-0.38758277893066406,-6.269373893737793,China?,30
1099451,7254297,4126787,0.2820570897114225,1,2282441,2282441,1.6126289367675781,0.0022377967834472656,-11.080759048461914,-12.693387985229492,0.9999974966049194,0.9977596998214722,0.9131217002868652,2.436997890472412,Translator,age.hen
1100010,7201930,1271257,0.5530834525602216,1,5825560,5825560,-4.709499359130859,0.011678576469421387,-11.553600311279297,-6.8441009521484375,0.9999992847442627,0.9883207082748413,2.44545841217041,-4.262792587280273,▁a,modder
1101721,7636772,2394130,0.1241249176115516,1,6417310,6417310,0.8342914581298828,2.6226043701171875e-06,-11.68062973022461,-12.514921188354492,0.9999986886978149,0.9999960660934448,-0.3901557922363281,0.7906684875488281,▁–,▁overlapping
1101871,7497322,4670673,0.6727018984693396,1,3854224,3854224,12.459888458251953,0.9999480553378817,-11.265493392944336,-23.72538185119629,0.999998927116394,5.087177851237357e-05,1.854414939880371,-1.8608894348144531,procedures,▁a
133977,7993331,6306512,0.6194309169945259,1,107969,107969,11.423171997070312,0.9999709619114583,-12.799484252929688,-24.22265625,0.9999985694885254,2.7607577067101374e-05,-1.690596580505371,0.06369590759277344,Definition,kids.
134239,7786934,6743982,0.8160537052600416,1,1943459,1943459,3.371304512023926,0.8695726990699768,-12.2698335647583,-15.641138076782227,0.9999984502792358,0.13042575120925903,-0.7573308944702148,3.6485114097595215,taken,current-carrying
153794,7348274,3401219,0.1229850151427967,1,2159696,2159696,3.119969367980957,1.0967254638671875e-05,-10.441494941711426,-13.561464309692383,0.9999991655349731,0.9999881982803345,2.2181389331817627,1.915201187133789,distance,"Philadelphia,"
170982,7668448,6762027,0.4863594509212118,1,2010840,2010840,3.483203887939453,0.002121567726135254,-11.785110473632812,-15.268314361572266,0.9999985694885254,0.9978770017623901,-1.4742307662963867,1.1753911972045898,▁a,weight
185879,4846315,4968787,0.7158657611949266,1,7785867,7785867,2.109373092651367,0.03688246011734009,-11.219762802124023,-13.32913589477539,0.9999991655349731,0.9631167054176331,-0.7728071212768555,-2.8917083740234375,Code,capital
187186,7390692,2643304,0.213772652514308,1,6188646,6188646,-6.744816780090332,0.014033913612365723,-15.327112197875977,-8.582295417785645,0.9999685287475586,0.9859346151351929,5.156345844268799,-3.409152030944824,of,Carpal
196250,8001619,1544290,0.8009298131832006,1,1544290,50937,13.712281227111816,0.9999982480413792,-11.007739067077637,-24.720020294189453,0.9999995231628418,1.2751214626405272e-06,-4.626394748687744,-8.521839141845703,is,known
200062,7881863,707429,0.7897698114697762,1,2745587,2745587,8.142239570617676,0.8096650242805481,-10.948311805725098,-19.090551376342773,0.9999992847442627,0.1903342604637146,2.9771392345428467,0.2987241744995117,Health,▁Occupational
23285,7373976,1774978,0.4325742831471101,1,5664417,5664417,5.528668403625488,0.7510495632886887,-13.411925315856934,-18.940593719482422,0.9999850988388062,0.2489355355501175,0.12977218627929688,8.064184188842773,deduct,Boscastle
244011,1308535,6292537,0.7031458410058118,1,7274408,7274408,1.6316375732421875,0.0023458003997802734,-13.496896743774414,-15.128534317016602,0.9999794960021973,0.997633695602417,-3.5571460723876953,3.1941819190979004,Bake,of
275355,7451398,4199929,0.5946951301121777,1,3179993,3179993,3.6177005767822266,0.0001786351203918457,-11.353202819824219,-14.970903396606445,0.9999991655349731,0.9998205304145813,-23.115991592407227,48.683868408203125,number,hotel
276208,3551563,6429186,0.6176902104142922,1,4174331,4174331,3.7976884841918945,0.2749822735786438,-11.970048904418945,-15.76773738861084,0.9999988079071045,0.7250165343284607,4.150256156921387,-0.7363739013671875,"activities,",the
276338,7316160,7341352,0.1150715819109039,1,6668141,6668141,-1.2441072463989258,0.00040227174758911133,-12.137923240661621,-10.893815994262695,0.9999986886978149,0.9995964169502258,8.103981018066406,7.166350841522217,30,▁0SHARES.
277556,3655235,1078076,0.5823510255179314,1,2979296,2979296,12.276501655578613,0.9999450158429681,-11.751774787902832,-24.028276443481445,0.9999988079071045,5.379206413635984e-05,3.8462953567504883,-17.144466400146484,▁a,calories
278542,7602289,4764850,0.6893369645946577,1,3744127,3744127,9.638975143432617,0.9984857438830659,-12.383806228637695,-22.022781372070312,0.9999973773956299,0.0015116335125640035,-2.9164867401123047,4.908721923828125,CalorieKing,Quest
29612,7725919,466404,0.6586198592798059,1,1376022,1376022,10.479190826416016,0.9963772532064468,-11.482423782348633,-21.96161460876465,0.9999984502792358,0.003621197072789073,0.8168611526489258,2.5305957794189453,dig,balance
307521,7320544,1625478,0.5048755432049274,1,4226321,4226321,4.760870933532715,9.906291961669922e-05,-9.912273406982422,-14.673144340515137,0.9999992847442627,0.999900221824646,5.069569110870361,0.8183612823486328,Target,Wage
319564,7073381,424015,0.52132429966725,1,7701561,7701561,2.6736974716186523,0.002453625202178955,-12.818435668945312,-15.492133140563965,0.9999977350234985,0.9975441098213196,1.4373936653137207,-4.6996307373046875,▁a,fiber
339981,7691162,8356620,0.7764605220754586,1,6152022,6152022,12.00927448272705,0.9998545516573358,-11.88114070892334,-23.89041519165039,0.999998927116394,0.00014437545905821025,1.9001712799072266,-12.750743865966797,Julia,▁a
392393,1824038,5139932,0.6736463124250428,1,2378311,2378311,12.585700988769531,0.9995120418607257,-10.715965270996094,-23.301666259765625,0.9999996423721313,0.000487600511405617,-2.044642925262451,1.8844013214111328,Price,India.
400692,7430503,5405057,0.1187591255194981,1,388876,388876,2.4535999298095703,1.990795135498047e-05,-12.658830642700195,-15.112430572509766,0.999995231628418,0.999975323677063,1.279245376586914,-13.120536804199219,presynaptic,▁a
404202,7584372,6907196,0.5715476571328197,1,5814006,5814006,3.9378833770751953,0.8591118156909943,-12.361215591430664,-16.29909896850586,0.999998927116394,0.14088711142539978,-0.37769556045532227,1.4326868057250977,Iodine,▁iodine
407131,7408112,5697632,0.5428879053800447,1,366256,366256,3.6647396087646484,0.013482987880706787,-12.315489768981934,-15.980229377746582,0.9999979734420776,0.9865149855613708,-0.4484577178955078,-1.7065544128417969,body,conductor
408427,7570419,5995438,0.2111554746934472,1,1905530,1905530,2.092042922973633,1.621246337890625e-05,-12.562006950378418,-14.65404987335205,0.9999986886978149,0.999982476234436,7.001246452331543,-2.3134660720825195,▁a,(British
420673,3222326,1704945,0.2292384794634983,1,6871351,6871351,3.38132381439209,0.00016880035400390625,-11.987256050109863,-15.368579864501953,0.9999985694885254,0.9998297691345215,0.9452638626098633,-0.392181396484375,stomach,▁bowel
422955,7576731,7703181,0.605671825529229,1,1426079,1426079,5.52695369720459,0.07043236494064331,-12.139922142028809,-17.6668758392334,0.9999983310699463,0.929565966129303,1.5616188049316406,-2.0074234008789062,▁a,Molly
423608,7443091,500775,0.7196522755857849,1,3832941,3832941,9.6542387008667,0.9944020314142108,-11.692095756530762,-21.34633445739746,0.9999991655349731,0.005597134120762348,-1.9969792366027832,16.940921783447266,Redemption,movies
440802,7576706,4854755,0.7278441747171056,1,2580575,2580575,1.6347780227661133,0.003410041332244873,-12.91529655456543,-14.550074577331543,0.9999934434890747,0.9965834021568298,0.8742284774780273,-12.6110258102417,diarrhea,diarrhea
45924,5167800,2622356,0.62416489267045,1,7588589,7588589,10.216329574584961,0.9988510492257774,-13.161493301391602,-23.377822875976562,0.9999967813491821,0.0011457321234047413,-0.34654903411865234,-4.332740783691406,Temperature,100
489257,7694872,5806505,0.6138280420196014,1,6621586,6621586,8.075838088989258,0.9864683896303177,-13.140436172485352,-21.21627426147461,0.9999984502792358,0.013530060648918152,7.226792335510254,13.380481719970703,rigorous,▁a
505152,7572869,4733222,0.8628957785041326,1,3654771,3654771,12.001567840576172,0.9996717522735707,-11.303829193115234,-23.305397033691406,0.999998927116394,0.0003271748428232968,1.8147807121276855,-4.0749664306640625,Suicide,Headquarters
508316,7559425,2046910,0.6916718225132761,1,8343765,8343765,-2.3461532592773438,0.005865693092346191,-14.09854507446289,-11.752391815185547,0.9999908208847046,0.9941251277923584,-2.884183883666992,-1.0881257057189941,OCD?,"OCD,"
521851,7697353,4154854,0.6236278014967588,1,1242103,1242103,5.849194526672363,0.5301152467727661,-12.603053092956543,-18.452247619628906,0.9999979734420776,0.4698827266693115,3.6542410850524902,-4.621496200561523,TITLE:,Limbo
525868,7633123,4241268,0.4908903405989637,1,8147418,8147418,4.328570365905762,0.0028257369995117188,-10.674748420715332,-15.003318786621094,0.9999996423721313,0.9971739053726196,4.582553386688232,1.3240480422973633,"Ludlow,",rivers
548099,7538554,1761359,0.5178416651074149,1,300538,300538,3.0833969116210938,0.0007637739181518555,-11.561737060546875,-14.645133972167969,0.9999991655349731,0.9992353916168213,4.764238357543945,5.919906139373779,of,Mike
556952,7614653,5405206,0.673432108830945,1,7575233,7575233,-1.903554916381836,0.02858150005340576,-13.401205062866211,-11.497650146484375,0.9999921321868896,0.9714106321334839,2.2296671867370605,-20.52901268005371,▁a,carbon
559009,2587289,2037227,0.6732209734243424,1,7231101,7231101,-2.740325927734375,0.1369309425354004,-12.780097961425781,-10.039772033691406,0.9999973773956299,0.8630664348602295,1.5539612770080566,2.0139119625091553,▁a,foraging
559709,7647465,1196170,0.4853351551474483,1,7530030,7530030,6.037596702575684,0.010610103607177734,-11.406786918640137,-17.44438362121582,0.9999980926513672,0.9893879890441895,1.1621570587158203,-1.0171642303466797,plectrums,Guitar
563359,4794763,4408041,0.8976151840092361,1,4408041,4408040,6.976659774780273,0.9943934418261051,-12.936901092529297,-19.91356086730957,0.9999966621398926,0.00560322031378746,7.614202976226807,-1.3056793212890625,quelling,L.A.
565231,7642015,1432845,-0.2408224012802488,0,652058,652058,2.9109230041503906,-0.004735291004180908,-10.369843482971191,-13.280766487121582,0.9891787767410278,0.9939140677452087,2.1158463954925537,0.24779129028320312,causes,vertigo
569674,7424207,6181881,0.2394649349829363,1,1204366,1204366,2.556950569152832,1.7404556274414062e-05,-12.760613441467285,-15.317564010620117,0.9999985694885254,0.999981164932251,-3.2060375213623047,-0.12952041625976562,▁a,marketing
583766,7547624,1775988,0.0074596094102895,1,8529528,8529528,-0.5896358489990234,-2.5033950805664062e-06,-13.541311264038086,-12.951675415039062,0.99998939037323,0.9999918937683105,3.9859652519226074,3.0592164993286133,Drinking,diet
585806,7465605,394351,0.179645886306389,1,6580432,6580432,0.6370172500610352,0.0001062154769897461,-14.524954795837402,-15.161972045898438,0.9999825954437256,0.9998763799667358,-4.665139198303223,19.64944839477539,"▁bloating,",to
595577,7503601,2456303,0.7117024295636167,1,7399595,7399595,10.2816162109375,0.9903897438198328,-10.49024772644043,-20.77186393737793,0.9999985694885254,0.009608825668692589,-1.8000502586364746,5.095893859863281,"BSLs,",▁ferocity.The
605648,7714395,8223136,0.6461734988420045,1,506317,506317,3.719651222229004,0.00011456012725830078,-10.837800979614258,-14.557452201843262,0.9999996423721313,0.999885082244873,-1.0707454681396484,1.061624526977539,Sponsored,(known
610056,7428853,3300809,0.6081439175272578,1,3930937,3930937,4.882664680480957,0.043145060539245605,-10.55527114868164,-15.437935829162598,0.9999991655349731,0.9568541049957275,-0.03793191909790039,7.430425643920898,▁a,County:
633375,7640682,7585558,0.7798234286446213,1,2696038,2696038,5.386324882507324,0.9437502101063728,-12.478001594543457,-17.86432647705078,0.9999984502792358,0.05624824017286301,3.7586288452148438,-4.037714958190918,lack,Bogue
635044,7601266,1492567,0.4991703652205553,1,7064007,7064007,-2.406125068664551,0.0025777220726013184,-13.872298240661621,-11.46617317199707,0.9999887943267822,0.9974110722541809,-2.508007049560547,-1.1756510734558105,decrease,contract
635647,7493198,253151,-0.0173073702167315,0,5448763,5448763,0.36754798889160156,-1.1920928955078125e-07,-15.136795043945312,-15.504343032836914,0.9999525547027588,0.9999526739120483,1.7319669723510742,-1.7950544357299805,public,Ratio.
637459,7595500,8645185,0.5153585649776947,1,3670496,3670496,-7.266820430755615,0.020036935806274414,-14.03332805633545,-6.766507625579834,0.9999653100967407,0.9799283742904663,10.835162162780762,0.02989506721496582,abbreviation,FDG
645604,7484648,786866,0.2274700715434257,1,1404947,1404947,-0.02845478057861328,-1.1920928955078125e-07,-12.64541244506836,-12.616957664489746,0.9999984502792358,0.9999985694885254,0.20198440551757812,-0.6025600433349609,substances,These
648119,7447392,2205560,0.8126788657255162,1,2205561,2205561,4.909863471984863,0.9362711906433105,-12.733294486999512,-17.643157958984375,0.9999964237213135,0.06372523307800293,-4.53434944152832,-6.916567802429199,SNI?,35
655046,7430773,2338385,0.7107746532933132,1,7686047,7686047,10.576047897338867,0.9999141018633964,-12.429361343383789,-23.005409240722656,0.9999973773956299,8.327553223352879e-05,-0.8176441192626953,-4.809257507324219,▁a,▁a
669979,7429319,1047036,0.6833414542348168,1,2368087,2368087,2.552652359008789,0.000914454460144043,-11.829435348510742,-14.382087707519531,0.9999984502792358,0.9990839958190918,-7.039112567901611,1.325068473815918,Saud,game.f
679878,5786828,524416,0.3734630701733927,1,1666583,1666583,4.632046699523926,0.019385576248168945,-11.249457359313965,-15.88150405883789,0.9999990463256836,0.9806134700775146,6.122549533843994,-2.267332077026367,▁severability,aggregate
681944,7704858,3725006,0.4924853093452145,1,3879944,3879944,11.160173416137695,0.9989093765616417,-12.007392883300781,-23.167566299438477,0.9999978542327881,0.0010884776711463928,-4.561283111572266,-0.1572093963623047,comes,This
687375,7506064,1745252,0.4268291979093681,1,3949416,3949416,2.766879081726074,0.0001837611198425293,-12.894928932189941,-15.661808013916016,0.9999961853027344,0.9998124241828918,-3.9674549102783203,0.6628274917602539,(commonly,Treatment
689223,7468368,899432,0.4571291843937038,1,8577449,8577449,1.9649639129638672,6.604194641113281e-05,-11.605976104736328,-13.570940017700195,0.9999988079071045,0.9999327659606934,0.7443637847900391,-0.9978504180908203,noun,LISP
692494,7457652,2553698,0.7312656758775959,1,6654913,6654913,3.904667854309082,0.17057037353515625,-12.56977367401123,-16.474441528320312,0.9999967813491821,0.8294264078140259,0.26296138763427734,-0.09355831146240234,▁a,▁a
709560,1050990,7212673,0.9137277969385436,1,7212673,1131490,9.404648780822754,0.9985756950918585,-13.052063941955566,-22.45671272277832,0.9999957084655762,0.0014200133737176657,1.3166956901550293,-0.8703117370605469,other,Calcium
722413,7531801,1787321,0.0918503446084619,1,1409262,1409262,0.9175481796264648,1.2278556823730469e-05,-12.26278305053711,-13.180331230163574,0.9999982118606567,0.999985933303833,4.659692764282227,-16.2437744140625,meaning,At
725047,7696627,7696621,0.198218049548809,1,8453002,8453002,-0.4266471862792969,-7.152557373046875e-07,-13.53544807434082,-13.108800888061523,0.9999938011169434,0.9999945163726807,0.002010345458984375,-4.429350852966309,An,Quick
727837,7457249,4500567,0.3923197652326019,1,1366723,1366723,3.1202220916748047,0.00014603137969970703,-11.230789184570312,-14.351011276245117,0.9999991655349731,0.9998531341552734,-6.54075288772583,2.973405361175537,is,▁a
738484,7635187,4716094,0.5116973182011537,1,2456495,2456495,1.5110092163085938,9.369850158691406e-05,-12.358596801757812,-13.869606018066406,0.9999982118606567,0.9999045133590698,8.407806396484375,1.277679443359375,▁a,tree
743708,7652351,7881370,0.5333120925066746,1,572252,572252,2.596743583679199,0.00020009279251098633,-12.105031967163086,-14.701775550842285,0.9999994039535522,0.9997993111610413,-1.378225326538086,24.369190216064453,have,▁a
747937,7504079,445307,-0.0957948661223201,0,7932087,7932087,-0.3079395294189453,-3.4570693969726562e-06,-12.552359580993652,-12.244420051574707,0.9999938011169434,0.9999972581863403,-8.693408966064453,-2.235391616821289,perfect,▁a
763878,11461,7729518,0.4020518916181966,1,64048,64048,3.5753707885742188,0.00032258033752441406,-12.216056823730469,-15.791427612304688,0.9999979734420776,0.9996753931045532,-6.460227966308594,-0.5514841079711914,▁a,on
766272,7801947,1135255,0.8282822674062638,1,6763739,6763739,-1.5869178771972656,0.9187512621283531,-14.267759323120117,-12.680841445922852,0.999969482421875,0.08121822029352188,1.013545036315918,4.810142993927002,Insulin,▁lispro)
768411,7920597,7920605,0.2343516384222312,1,7920600,7920600,-0.5996732711791992,0.0012380480766296387,-15.543062210083008,-14.943388938903809,0.999000608921051,0.9977625608444214,-3.3702468872070312,1.5350713729858398,Location,Salesforce
