qid,pid_i,pid_j,g_score,correct_pref,direct_true_prob,direct_margin,pw_ig_delta,doc0_top_word,doc1_top_word
1086266,7111812,1909032,0.4875728189695133,1,0.9950205087661743,5.297430992126465,-2.8634910583496094,ankle,Causes
1087317,7102878,570232,0.1060548388734059,1,0.9255580306053162,2.5203771591186523,-1.445839762687683,Anxiety,pain.
1087484,7101742,6820602,0.2730415329402934,1,0.9225069284439087,2.4769062995910645,-1.265681266784668,key.,"foofoo,"
1087870,7098048,4924338,0.1658694923927418,1,0.9999685287475586,10.367996215820312,-4.023473262786865,admitted,the
1087904,7097707,4748373,0.2733300753582702,1,0.9999877214431763,11.311654090881348,0.30574607849121094,seborrheic,Hemangiomas.
1091973,7870707,6531715,0.7081092077800956,1,0.9999994039535522,14.389963150024414,-0.7761096954345703,▁a,technologists.elow
1092259,4262105,6165130,0.3360044218656972,1,0.9990678429603577,6.9770002365112305,-1.377852439880371,1-888-221-1161,You'll
1092930,7792755,4654454,0.1951813379050093,1,0.9999954700469971,12.314411163330078,-0.39403438568115234,▁gank(Verb),alone.Top
1093757,7722912,6867848,0.4677771958826648,1,0.9999988079071045,13.601356506347656,0.9346466064453125,Boaler,was
1096118,7532930,5092529,0.3671905710854624,1,0.9999868869781494,11.239287376403809,0.8863639831542969,Grimace,Share.
1096360,7510002,5338129,0.6135540161265173,1,0.9999984502792358,13.36301326751709,-1.626516342163086,Beyond,“Buffy
1096376,7508397,2694895,0.4141858433758341,1,0.9999812841415405,10.887248039245605,0.5821599960327148,▁a,spills
1096543,7492255,6140011,0.4413081771737756,1,0.9999593496322632,10.11090087890625,-3.3087844848632812,warhead,warhead
1096739,7474064,1630632,0.3881260777757883,1,0.8915155529975891,2.1063168048858643,2.328366994857788,"week,",exercise.
1097023,7447712,6331572,0.3855031429141969,1,0.9997889399528503,8.463142395019531,-0.09133481979370117,"yard,",▁m
1097999,7373194,6552194,0.1020139339038824,1,0.998812198638916,6.734457015991211,-2.7004480361938477,You,sample).ou
1099451,7254297,4126787,0.2820570897114225,1,0.9999961853027344,12.482820510864258,-3.2920141220092773,▁hen's,"calculus,"
1100010,7201930,1271257,0.5530834525602216,1,0.9999984502792358,13.393503189086914,0.3160114288330078,Hemelse,360?
1101721,7636772,2394130,0.1241249176115516,1,0.9984951019287109,6.497541427612305,-0.33309507369995117,loss,multimode.
1101871,7497322,4670673,0.6727018984693396,1,0.9999992847442627,14.192560195922852,1.2744722366333008,"1366464596),",▁a
133977,7993331,6306512,0.6194309169945259,1,0.9999973773956299,12.865894317626953,-1.5641374588012695,DIGNITY.,ROYAL
134239,7786934,6743982,0.8160537052600416,1,0.999996542930603,12.566691398620605,-1.1192779541015625,charge.,"motor,"
153794,7348274,3401219,0.1229850151427967,1,0.9999977350234985,13.008039474487305,-1.3295745849609375,"Pittsburgh,","Nashville,"
170982,7668448,6762027,0.4863594509212118,1,0.9999977350234985,13.010392189025879,9.314390182495117,▁a,Women's
185879,4846315,4968787,0.7158657611949266,1,0.9999974966049194,12.90505313873291,-0.4381246566772461,expenditure,▁a
187186,7390692,2643304,0.213772652514308,1,0.979748547077179,3.879070281982422,-0.2810549736022949,"▁tingling,","Hand,"
196250,8001619,1544290,0.8009298131832006,1,0.9999995231628418,14.44116497039795,0.4881734848022461,Canada:,Taglioni
200062,7881863,707429,0.7897698114697762,1,0.9999990463256836,13.926399230957031,7.150961875915527,"$80,000.",Salary.
23285,7373976,1774978,0.4325742831471101,1,0.9867736101150513,4.312229156494141,-2.2356972694396973,▁a,"drainage,"
244011,1308535,6292537,0.7031458410058118,1,0.9998935461044312,9.147302627563477,26.981857299804688,▁a,▁a
275355,7451398,4199929,0.5946951301121777,1,0.9999964237213135,12.5507230758667,12.219728469848633,▁a,parking.
276208,3551563,6429186,0.6176902104142922,1,0.9999672174453735,10.32724380493164,6.036542892456055,swimming.,▁a
276338,7316160,7341352,0.1150715819109039,1,0.9999901056289673,11.529024124145508,-0.4915628433227539,▁105-620,▁0SHARES.
277556,3655235,1078076,0.5823510255179314,1,0.9999980926513672,13.145082473754883,-0.613306999206543,mahi,daily.o
278542,7602289,4764850,0.6893369645946577,1,0.9999932050704956,11.896110534667969,-1.2949419021606445,▁190,▁DGX.
29612,7725919,466404,0.6586198592798059,1,0.9999985694885254,13.432889938354492,-3.685262680053711,auger.,Cash
307521,7320544,1625478,0.5048755432049274,1,0.9999984502792358,13.41021728515625,-2.084935188293457,Target,cashiers.n
319564,7073381,424015,0.52132429966725,1,0.9999188184738159,9.419090270996094,18.523576736450195,▁a,▁soluble
339981,7691162,8356620,0.7764605220754586,1,0.9999974966049194,12.9155912399292,-0.6232137680053711,soil.,Bulbs.
392393,1824038,5139932,0.6736463124250428,1,0.9999996423721313,14.76761245727539,-0.45781421661376953,4.59-7.80,Yamaha
400692,7430503,5405057,0.1187591255194981,1,0.9985947012901306,6.56607723236084,-3.8447742462158203,stimulated,potential.ction
404202,7584372,6907196,0.5715476571328197,1,0.9999897480010986,11.490653991699219,0.0020418167114257812,▁iodine,Iodine
407131,7408112,5697632,0.5428879053800447,1,0.9999836683273315,11.024221420288086,1.1951904296875,Copper,▁a
408427,7570419,5995438,0.2111554746934472,1,0.9999903440475464,11.552923202514648,2.975564956665039,Metric,(British
420673,3222326,1704945,0.2292384794634983,1,0.9994876384735107,7.576080322265625,0.13823509216308594,"diarrhea,",▁a
422955,7576731,7703181,0.605671825529229,1,0.9999983310699463,13.3091459274292,0.5256261825561523,nickname,Polly.
423608,7443091,500775,0.7196522755857849,1,0.999998927116394,13.756170272827148,-0.02686595916748047,▁a,Netflix-It's
440802,7576706,4854755,0.7278441747171056,1,0.9998980760574341,9.191615104675293,-0.5364284515380859,diarrhea,"patients,"
45924,5167800,2622356,0.62416489267045,1,0.9999935626983643,11.94839096069336,-1.803518295288086,Temperature,▁indices
489257,7694872,5806505,0.6138280420196014,1,0.9999970197677612,12.739067077636719,0.012024879455566406,testing/checking/methods.,▁a
505152,7572869,4733222,0.8628957785041326,1,0.9999990463256836,13.86135482788086,-1.6134662628173828,Suicide,Trivia.
508316,7559425,2046910,0.6916718225132761,1,0.9999792575836182,10.781620025634766,3.020732879638672,OCD,▁remission
521851,7697353,4154854,0.6236278014967588,1,0.9999856948852539,11.152695655822754,-4.303483009338379,Robot,▁a
525868,7633123,4241268,0.4908903405989637,1,0.9999995231628418,14.689136505126953,3.1800689697265625,Supervisory,Greek.
548099,7538554,1761359,0.5178416651074149,1,0.9999966621398926,12.621399879455566,0.025300979614257812,WellCare,Quits
556952,7614653,5405206,0.673432108830945,1,0.9999902248382568,11.534477233886719,-2.1376991271972656,"“Comps,”",carbon
559009,2587289,2037227,0.6732209734243424,1,0.9999982118606567,13.233623504638672,0.43385982513427734,Foragers),"scare-crows,"
559709,7647465,1196170,0.4853351551474483,1,0.9999949932098389,12.204255104064941,-0.15929412841796875,plectrum,http://www.howcast.com/videos/434538-...
563359,4794763,4408041,0.8976151840092361,1,0.9999966621398926,12.611852645874023,-2.988809585571289,platitude,more
565231,7642015,1432845,-0.2408224012802488,0,0.06339558959007263,-2.692866802215576,-1.7816996574401855,▁-,minutes).he
569674,7424207,6181881,0.2394649349829363,1,0.998325526714325,6.390571594238281,3.8330135345458984,▁a,marketing
583766,7547624,1775988,0.0074596094102895,1,0.5364593863487244,0.14609679579734802,-2.107773780822754,include:,•
585806,7465605,394351,0.179645886306389,1,0.9542145729064941,3.0369222164154053,1.2586772441864014,diuretic,▁arteries.
595577,7503601,2456303,0.7117024295636167,1,0.9999973773956299,12.855020523071289,-1.8849306106567383,bull,"arena.atadors,"
605648,7714395,8223136,0.6461734988420045,1,0.9999991655349731,14.039359092712402,1.3545637130737305,Topics.,▁emigrant
610056,7428853,3300809,0.6081439175272578,1,0.9999974966049194,12.907763481140137,-2.482980728149414,Naples-Immokalee-Marco,"Beach,"
633375,7640682,7585558,0.7798234286446213,1,0.999997615814209,12.936271667480469,-0.23540019989013672,"▁hospitable,",▁kinston(avoiding
635044,7601266,1492567,0.4991703652205553,1,0.999944806098938,9.804224014282227,3.537149429321289,contract,▁a
635647,7493198,253151,-0.0173073702167315,0,0.1303587406873703,-1.8977906703948975,-2.684905767440796,ratio,▁...
637459,7595500,8645185,0.5153585649776947,1,0.999690055847168,8.078736305236816,1.0709033012390137,FDG,▁facilitated
645604,7484648,786866,0.2274700715434257,1,0.970652163028717,3.498750686645508,0.1484534740447998,plant.,foods
648119,7447392,2205560,0.8126788657255162,1,0.9999953508377075,12.267505645751953,0.27655792236328125,"However,",of
655046,7430773,2338385,0.7107746532933132,1,0.9999949932098389,12.204394340515137,-1.1391277313232422,▁a,"average,"
669979,7429319,1047036,0.6833414542348168,1,0.9999865293502808,11.215742111206055,2.13222599029541,▁a,Crosswords
679878,5786828,524416,0.3734630701733927,1,0.9999983310699463,13.282703399658203,0.2653055191040039,Cross,limit
681944,7704858,3725006,0.4924853093452145,1,0.9999908208847046,11.596622467041016,-1.082387924194336,▁acrostic.,puzzle
687375,7506064,1745252,0.4268291979093681,1,0.9988157749176025,6.737417221069336,-0.15285348892211914,Hydromyelia,Definition.
689223,7468368,899432,0.4571291843937038,1,0.9999126195907593,9.344910621643066,-1.1904315948486328,▁a,(DEFUN
692494,7457652,2553698,0.7312656758775959,1,0.9999969005584717,12.66800308227539,-1.6131401062011719,Maggots.,Ejogo's
709560,1050990,7212673,0.9137277969385436,1,0.9999957084655762,12.35153865814209,1.626729965209961,of,"mineral,"
722413,7531801,1787321,0.0918503446084619,1,0.9997511506080627,8.29855728149414,-0.27222347259521484,[bar-ron],child
725047,7696627,7696621,0.198218049548809,1,0.9816488027572632,3.9795355796813965,0.9573245048522949,Bobtail,▁bobtail
727837,7457249,4500567,0.3923197652326019,1,0.9999896287918091,11.480752944946289,2.970460891723633,▁odors.,"cardamom,"
738484,7635187,4716094,0.5116973182011537,1,0.9995465874671936,7.698310852050781,1.8251447677612305,▁a,Ocean.
743708,7652351,7881370,0.5333120925066746,1,0.9999992847442627,14.104848861694336,-0.20946979522705078,▁emulating.,▁a
747937,7504079,445307,-0.0957948661223201,0,0.10914302617311478,-2.099524736404419,-0.10872435569763184,▁Floof,▁Floof
763878,11461,7729518,0.4020518916181966,1,0.9985976815223694,6.568218231201172,0.8342909812927246,▁a,on
766272,7801947,1135255,0.8282822674062638,1,0.9997051358222961,8.128873825073242,0.8100800514221191,▁lispro,effect.ee
768411,7920597,7920605,0.2343516384222312,1,0.6626214385032654,0.6749982833862305,-0.40122318267822266,MapAnything,provides
771239,7720846,2407263,0.5507990671748617,1,0.9999994039535522,14.250307083129883,-0.06456661224365234,mesh,average.nderstanding
790536,7749943,8722439,0.812234157092785,1,0.9999991655349731,13.989156723022461,-1.8601484298706055,Relaxation.,Requirements.
792688,7826565,7826560,0.7705615014444144,1,0.9997715353965759,8.383678436279297,0.6269540786743164,▁a,RtHDVBg_Push****on
806574,2113439,1978608,0.5267680608883362,1,0.9999961853027344,12.474802017211914,-0.6608610153198242,$50,overhead
81993,7297000,6584364,0.587006909518152,1,0.9999978542327881,13.027276992797852,1.6568212509155273,delete,boot
839137,7803834,4498483,0.605284275039375,1,0.9999982118606567,13.223886489868164,-1.4817008972167969,Zone.,▁'OG'.His
85053,7368239,7487012,0.3300425742608407,1,0.9949920773506165,5.291723251342773,0.48334693908691406,Ankle,pain
865660,7948042,7108365,0.3007195142215252,1,0.999971866607666,10.477465629577637,6.038705825805664,degree,▁a
8854,7304912,464640,0.6610627802887908,1,0.999998927116394,13.774892807006836,-0.06942558288574219,receives.,eyes
895932,1130834,702003,0.1463792376151094,1,0.9993442893028259,7.329189300537109,1.9767961502075195,▁stools,▁stools
912234,7875077,5272729,0.797947078225768,1,0.9998946189880371,9.157768249511719,-0.8412961959838867,extinguisher.,11.5
929046,491288,6013912,0.1675287941855509,1,0.5157638192176819,0.06307628750801086,-0.7057920694351196,With,"example,"
930721,7805222,2727834,0.3786994037956381,1,0.8720658421516418,1.919348955154419,-1.423633337020874,monogamy,is
938140,7943868,3496238,0.6279213354326154,1,0.9999725818634033,10.506175994873047,11.971525192260742,▁a,Beast.
942651,7761568,3601715,0.6561024342612847,1,0.9999936819076538,11.980106353759766,-0.21612071990966797,belts,now
948532,2884991,7654359,0.414478927581252,1,0.9999963045120239,12.500770568847656,-1.7199468612670898,Transformers:,Hyneman
986972,7735236,7735233,0.0023584055513498,1,0.5312362313270569,0.1251077651977539,5.680067539215088,▁a,Luton
988119,7289721,1118353,0.8239585472240227,1,0.9999889135360718,11.406951904296875,1.7007627487182617,Hooker,▁a
988124,7289647,803059,0.699924379772155,1,0.9999991655349731,13.977585792541504,0.7665834426879883,▁-,DVDs.lu-ray
989108,7777611,6619101,0.6376876788538548,1,0.9999994039535522,14.375246047973633,0.9147815704345703,Hope,▁a
991342,7282434,7282431,0.7004030081258048,1,0.9999088048934937,9.303092956542969,-5.059845447540283,Stenberg,Stella
992433,7279737,5596847,0.6398840423505695,1,0.9999990463256836,13.896003723144531,-1.2430610656738281,Millings,peppermint.
995125,7026693,8547279,0.1663322609062876,1,0.9858298897743225,4.242348670959473,-1.5630309581756592,condyle,▁n
99556,7684278,5424501,0.6389002135849084,1,0.9999955892562866,12.318889617919922,4.854181289672852,copperhead,Moccasin.ottonmouths
998609,7267718,18621,0.7534087208158724,1,0.9999994039535522,14.355810165405273,-1.0116710662841797,Macy's,“Shameless”
998675,7267527,1376492,0.5533144644225418,1,0.9999394416809082,9.71240234375,-1.995020866394043,▁a,"Lewisburg,"
998965,7266627,2828602,0.7321267085807945,1,0.9999991655349731,13.937484741210938,1.1996984481811523,▁a,"matter.owever,"
